UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD
root       13653       1   13661  0   11 03:39 ?        00:00:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 855f8800fb637abdeea7c60abea3a1e97c5c251b71bc9233ec41bb35dd580946 -address /run/containerd/containerd.sock
root       13653       1   13662  0   11 03:39 ?        00:00:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 855f8800fb637abdeea7c60abea3a1e97c5c251b71bc9233ec41bb35dd580946 -address /run/containerd/containerd.sock
root       13653       1   13663  0   11 03:39 ?        00:00:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 855f8800fb637abdeea7c60abea3a1e97c5c251b71bc9233ec41bb35dd580946 -address /run/containerd/containerd.sock
root       13653       1   14571  0   11 03:45 ?        00:00:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 855f8800fb637abdeea7c60abea3a1e97c5c251b71bc9233ec41bb35dd580946 -address /run/containerd/containerd.sock
root       13677   13653   13677  0   38 03:39 ?        00:00:20 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13743  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13744  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13745  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13746  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13748  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13749  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13750  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13751  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13762  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13763  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13764  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13765  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13766  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13772  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13773  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13782  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13786  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13787  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13788  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13789  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13790  0   38 03:39 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13991  0   38 03:40 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13992  0   38 03:40 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13993  0   38 03:40 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13994  0   38 03:40 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13995  0   38 03:40 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13996  0   38 03:40 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13997  0   38 03:40 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13998  0   38 03:40 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   13999  0   38 03:40 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   14000  0   38 03:40 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   14229  0   38 03:41 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   14232  0   38 03:41 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   16776  0   38 04:00 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   16777  0   38 04:00 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   16778  0   38 04:00 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13677   13653   19043  0   38 04:19 ?        00:00:00 /usr/local/bin/python3 -m uvicorn open_webui.main:app --host 0.0.0.0 --port 8080 --forwarded-allow-ips * --workers 1 --ws-per-message-deflate true
root       13716    1636   13716  0    9 03:39 ?        00:00:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 3000 -container-ip 172.18.0.2 -container-port 8080 -use-listen-fd
root       13716    1636   13717  0    9 03:39 ?        00:00:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 3000 -container-ip 172.18.0.2 -container-port 8080 -use-listen-fd
root       13716    1636   13718  0    9 03:39 ?        00:00:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 3000 -container-ip 172.18.0.2 -container-port 8080 -use-listen-fd
root       13716    1636   13719  0    9 03:39 ?        00:00:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 3000 -container-ip 172.18.0.2 -container-port 8080 -use-listen-fd
root       13716    1636   13720  0    9 03:39 ?        00:00:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 3000 -container-ip 172.18.0.2 -container-port 8080 -use-listen-fd
root       13716    1636   13721  0    9 03:39 ?        00:00:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 3000 -container-ip 172.18.0.2 -container-port 8080 -use-listen-fd
root       13716    1636   14099  0    9 03:40 ?        00:00:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 3000 -container-ip 172.18.0.2 -container-port 8080 -use-listen-fd
root       13716    1636   14104  0    9 03:40 ?        00:00:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 3000 -container-ip 172.18.0.2 -container-port 8080 -use-listen-fd
root       13716    1636   14105  0    9 03:40 ?        00:00:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 3000 -container-ip 172.18.0.2 -container-port 8080 -use-listen-fd
root       13722    1636   13722  0    6 03:39 ?        00:00:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 3000 -container-ip 172.18.0.2 -container-port 8080 -use-listen-fd
root       13722    1636   13723  0    6 03:39 ?        00:00:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 3000 -container-ip 172.18.0.2 -container-port 8080 -use-listen-fd
root       13722    1636   13724  0    6 03:39 ?        00:00:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 3000 -container-ip 172.18.0.2 -container-port 8080 -use-listen-fd
root       13722    1636   13725  0    6 03:39 ?        00:00:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 3000 -container-ip 172.18.0.2 -container-port 8080 -use-listen-fd
root       13722    1636   13726  0    6 03:39 ?        00:00:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 3000 -container-ip 172.18.0.2 -container-port 8080 -use-listen-fd
root       13722    1636   13727  0    6 03:39 ?        00:00:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 3000 -container-ip 172.18.0.2 -container-port 8080 -use-listen-fd
root       15320       2   15320  0    1 03:50 ?        00:00:00 [kworker/2:1-events]
root       15775       2   15775  0    1 03:53 ?        00:00:00 [kworker/1:1-events]
root       16056       2   16056  0    1 03:54 ?        00:00:07 [kworker/u20:3-events_power_efficient]
root       16192       2   16192  0    1 03:54 ?        00:00:00 [psimon]
ollama     16200       1   16200  0   11 03:54 ?        00:00:00 /usr/local/bin/ollama serve
ollama     16200       1   16203  0   11 03:54 ?        00:00:00 /usr/local/bin/ollama serve
ollama     16200       1   16204  0   11 03:54 ?        00:00:00 /usr/local/bin/ollama serve
ollama     16200       1   16205  0   11 03:54 ?        00:00:00 /usr/local/bin/ollama serve
ollama     16200       1   16206  0   11 03:54 ?        00:00:00 /usr/local/bin/ollama serve
ollama     16200       1   16207  0   11 03:54 ?        00:00:00 /usr/local/bin/ollama serve
ollama     16200       1   16208  0   11 03:54 ?        00:00:00 /usr/local/bin/ollama serve
ollama     16200       1   16209  0   11 03:54 ?        00:00:00 /usr/local/bin/ollama serve
ollama     16200       1   16210  0   11 03:54 ?        00:00:00 /usr/local/bin/ollama serve
ollama     16200       1   16211  0   11 03:54 ?        00:00:00 /usr/local/bin/ollama serve
ollama     16200       1   16212  0   11 03:54 ?        00:00:00 /usr/local/bin/ollama serve
root       16822       2   16822  0    1 04:00 ?        00:00:00 [kworker/2:0-cgroup_release]
root       16992       2   16992  0    1 04:01 ?        00:00:00 [kworker/3:0-events]
root       17604       2   17604  0    1 04:07 ?        00:00:00 [kworker/4:1-events]
root       17637       2   17637  0    1 04:07 ?        00:00:00 [kworker/1:2-mm_percpu_wq]
bruno      17747   12540   17747  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17747   12540   17752  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17747   12540   17753  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17747   12540   17760  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17747   12540   17762  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17747   12540   17763  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17747   12540   17764  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17747   12540   17765  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17747   12540   17771  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17747   12540   17774  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17747   12540   17777  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17747   12540   17779  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17747   12540   17782  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17747   12540   17783  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17747   12540   17789  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17747   12540   17790  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17747   12540   17791  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17747   12540   17792  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17747   12540   17793  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d29070e9-3f58-4ae8-bc8a-188f599a01c5} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 23 tab
bruno      17754   12540   17754  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {0bd341d1-775b-4f7e-87bf-9e0512496649} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 24 tab
bruno      17754   12540   17758  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {0bd341d1-775b-4f7e-87bf-9e0512496649} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 24 tab
bruno      17754   12540   17759  0   19 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {0bd341d1-775b-4f7e-87bf-9e0512496649} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 24 tab
